word,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,count
back,0.18660558513141115,0.18874264357004047,0.18655687563577678,0.17589518943845622,0.19673092475096202,0.18892912992231822,0.1806984484586108,0.17984698136618432,0.18401775000604265,0.18476554952311502,19890000000.0
re,0.16482959944614062,0.16651091261048878,0.16625136837018853,0.15455253763097118,0.16590049391685452,0.16658971788039573,0.16575181412102974,0.16739933665902595,0.17472934511023397,0.1823715351473425,28320000000.0
high,0.13362644152517078,0.13776136681924653,0.137109250941131,0.13487130321878021,0.13376390312897463,0.14750878153686067,0.1555727739586478,0.15805467143290355,0.16881416465842716,0.1740922155565329,24380000000.0
right,0.15188315220553544,0.14942750580993439,0.148315260996033,0.1447345650073469,0.165670691679121,0.1651254768975764,0.15886508955888565,0.16004384229368337,0.16714061102533223,0.17128054316370794,29660000000.0
long,0.1373566711091115,0.13942773355900193,0.13991941520222678,0.13386471911781042,0.14916579567771998,0.15007730910680228,0.1506027398610911,0.15349906748798653,0.161429977858299,0.1667306783248752,25980000000.0
every,0.12603175785687576,0.1231719187331729,0.12258114926837475,0.11826458890774202,0.14189496426643838,0.15006008350244168,0.151742133499054,0.15378294779705984,0.16145492709381115,0.16578545577305415,20010000000.0
last,0.1815054792130831,0.18811963280301092,0.1900456104304159,0.17939998848537328,0.17824425455162807,0.16538365420404313,0.15354601929014272,0.15269821390189295,0.15769046682918791,0.15926917187366738,20630000000.0
information,0.13790610948372614,0.13399995425370995,0.13099048005634678,0.1340477034961089,0.1289346671298922,0.14300632127990298,0.14814791327472215,0.15237735487755513,0.15671323873862164,0.15814283875033786,26370000000.0
set,0.10536325714295128,0.10766446671327855,0.10943794242864102,0.10685696871989378,0.11281951346434949,0.1181368517536964,0.12388961627091832,0.12423658993237567,0.13147182713605754,0.13495256351222065,17850000000.0
full,0.11047845401857048,0.11047743785278899,0.11141862882207892,0.11164990553139248,0.1194755554199369,0.12342747709779658,0.1277430184819911,0.12901262738107003,0.1337319031689356,0.13321904822121633,37760000000.0
ve,0.1334506106178594,0.1308651217791947,0.1314080124539448,0.12228261556807712,0.146727602407884,0.13589042799527448,0.12512032869690423,0.12453664259014094,0.12686808850471262,0.12874355412185812,20300000000.0
important,0.07457589760509165,0.07425379311487554,0.07539661206704401,0.07592789072334448,0.08657818517549568,0.09822820767534939,0.10719129340583906,0.11207697372771591,0.12003908017768163,0.12709287614836576,16760000000.0
think,0.14695329779129493,0.14474560060761027,0.14446755605863806,0.13335446686013705,0.15930739816282868,0.14083553330232035,0.1257918116897878,0.1238556007889266,0.1256944307425209,0.12483465826446466,14010000000.0
her,0.12323227900501918,0.1250029164487892,0.12686041421279798,0.11949927653162441,0.14130577626041937,0.13510566796945908,0.12381130527652655,0.1217271010800569,0.12280183526311363,0.12168888065756718,18220000000.0
love,0.11408365183312355,0.10756362512398694,0.10738313880944543,0.10111283192935859,0.14928116639731837,0.13457666875497507,0.12078214270159614,0.11940637371414646,0.11758303005350783,0.11626751476957439,15520000000.0
must,0.09364767939069941,0.09133079805450885,0.09357878541521714,0.0896692099369996,0.1002652403449712,0.10345901507302409,0.10270116611359385,0.10549073567332178,0.11166900097744345,0.11544679993890813,11910000000.0
small,0.08579910630713276,0.08531313065390948,0.08719895629762592,0.08835773688236317,0.09724095909072898,0.1010791744213654,0.10603527576231843,0.1057420844294514,0.11039958022994084,0.11131404987816143,20880000000.0
never,0.10844197184186781,0.10734998962194489,0.10668971669514425,0.10054796064122912,0.1207402525846381,0.11199574288507266,0.103758096530527,0.10403224394486617,0.10617828057721398,0.10551314544888107,13850000000.0
say,0.11524353005760017,0.11501318087495298,0.11406297387771738,0.10448994570974636,0.1182953929547661,0.10639597415528732,0.09704415744304253,0.09664916969891198,0.09838527255573656,0.09767689685896712,18910000000.0
create,0.05692271894202612,0.05465900667907296,0.057012003031490996,0.05935433037631853,0.06667163939907579,0.07445771361594085,0.08341715357752337,0.08587021988209302,0.09147571762640792,0.09730086949636488,19160000000.0
again,0.1016612965353447,0.10078402166245654,0.10099766247373114,0.09556940413634381,0.11309733976571179,0.10472545882167587,0.0948466934131968,0.09436372066267278,0.09776542652565279,0.09661012127597929,12260000000.0
post,0.09744805004373987,0.09149410281365716,0.09031610012039427,0.08622249408472712,0.10744428615871285,0.09910491727943017,0.09292233265358363,0.08991208315117252,0.09009863082207019,0.08910723591520814,17180000000.0
thing,0.08797417023248098,0.08617359970466955,0.08600439884127123,0.07990910798260956,0.09856821495429015,0.0909168690395193,0.08433755878260067,0.0842051313040558,0.08807739484787684,0.0881706256884643,18100000000.0
done,0.07859641556819287,0.07778699816757782,0.0794740844236601,0.07497705203750554,0.09003173404115934,0.08454663249578862,0.08015563239993317,0.08049875784963856,0.08299360708144787,0.08341736423076945,11590000000.0
public,0.08181126770577118,0.0852658452975409,0.08695110170292164,0.07944724776086946,0.07085448805267762,0.07413589332262047,0.07647630662852929,0.07938766797777608,0.0817483486579788,0.08328270721575441,15120000000.0
website,0.06168349086999741,0.05501207503943734,0.05633954194388864,0.059205838872117444,0.06503486082672992,0.07658167715436325,0.07601702506535397,0.07620756386447419,0.07993991839744533,0.08025931737306967,29990000000.0
add,0.07277752310311317,0.07075038700559112,0.07008063041764916,0.07019799313530173,0.0760836596790231,0.07212522076201447,0.07441340493976512,0.07505680455728751,0.07760312263703943,0.07904145510876565,22350000000.0
form,0.055396831866065414,0.053786650797037414,0.05485603181075959,0.057187166262050164,0.0611134714112296,0.0674613916119939,0.07093924446129393,0.07230245083676068,0.07581162339821476,0.07742889661103816,27570000000.0
site,0.08025976851215436,0.07174292104404822,0.06904660669213837,0.0720066268823349,0.07022155164843222,0.08574167333604248,0.07771946818492607,0.07539772252595905,0.07759879048226756,0.07561430621673002,41780000000.0
everyone,0.06602740167138728,0.06321207297315896,0.06230314495988898,0.058081324420952735,0.07183905360333409,0.06854757386925182,0.06712240449314408,0.06882983368752739,0.07117450315361816,0.07272916406613095,8430000000.0
plan,0.05302319432312194,0.052947515824999056,0.052754502988232505,0.05023482251376033,0.05673940002615183,0.06201873383330833,0.06530325360703362,0.0663583325704955,0.07006902505859136,0.071501708996664,21800000000.0
general,0.0626666348552121,0.06500038615828599,0.06548059946446284,0.065259136377067,0.05942943064497336,0.06289154732357463,0.06516472777688857,0.06781991675846413,0.0712214859105322,0.07149761482981959,15320000000.0
won,0.07335783417556639,0.07579953962597184,0.07564034680511046,0.06869635234349751,0.06896446004523024,0.06554772130129995,0.06336327292575877,0.06377674550046673,0.0674784627712428,0.07006420594342913,9900000000.0
24,0.07097808585766348,0.07371117400289093,0.07556606880445961,0.07348578248572568,0.05982405945557723,0.060426980734188854,0.060851039918744396,0.06310205678828217,0.0656491503650499,0.06634899465215686,45180000000.0
head,0.06397317167871543,0.0653680101563968,0.06520396616387869,0.0617049464247881,0.06717651601220602,0.0644396742859189,0.06359662051330868,0.06344706689371112,0.06538198977641294,0.06585957609261488,11170000000.0
added,0.05637136762916332,0.059323736556317196,0.05990466490965164,0.05902319453447552,0.056314782447149575,0.055516830610785425,0.056695574544015116,0.05771276873543239,0.061781546713774005,0.06353443381799834,9350000000.0
recent,0.06037392522760113,0.06171521637692297,0.06257386978314863,0.059248046418609986,0.05357641250826407,0.05552419639809641,0.05653359240811713,0.057911312110390974,0.059464158675414935,0.06075617724647299,17190000000.0
thanks,0.07562195600380185,0.07152440637434765,0.07388946802461696,0.07066410386524852,0.08672937033970123,0.07304416734122848,0.06332954174645264,0.06244062547805827,0.06055929095531733,0.05987159871292644,8330000000.0
latest,0.051153775420093195,0.050764988815326796,0.04849483248391603,0.04667786973114707,0.04441425922458227,0.049930766122128656,0.052038150265775344,0.05355774573939894,0.0570856483233625,0.0587599065422282,17050000000.0
front,0.053166080182825884,0.05562676829918323,0.05609206918955567,0.054619094213725794,0.056175471942003216,0.05449991259911846,0.05528159038373301,0.05508424354880713,0.05567382144806258,0.055376773256202584,11050000000.0
search,0.05365356061306908,0.05034578972283888,0.04689888040986665,0.05165640498349135,0.04496180054194289,0.053705208760433235,0.05154701734953544,0.052759022306685915,0.052975692503223565,0.051868840754942636,35560000000.0
